,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Owner,Waiver,Free Agent,Status,Total Pts,Matches,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note,Alternative Name
305,42326,295942,Jordan,Murdoch,Gold Coast,senior,31,23/03/1993,190,87,SA,Glenelg,120,"73""",Jordan Murdoch,303,Jordan,Murdoch,MID,,GCS,,,,,Tue 27th 4am,,waiver,824,14,46,58.86,59.33,62,,,
564,39654,270896,Trent,Cotchin,Richmond,senior,9,7/04/1990,185,85,VIC,Northern Knights,229,"125""",Trent Cotchin,604,Trent,Cotchin,MID,,RIC,,,,TryingAnewStratton,,,owner,870,11,54,79.09,59.33,83,,,
65,42037,291548,Ryan,Lester,Brisbane Lions,senior,35,26/08/1992,191,85,VIC,Oakleigh Chargers,126,"45""",Ryan Lester,66,Ryan,Lester,DEF,,BRL,,,,,Tue 27th 4am,,waiver,547,9,0,60.78,59,60,,,
165,45008,298288,Darcy,Moore,Collingwood,senior,30,25/01/1996,201,98,VIC,Oakleigh Chargers,68,"61""",Darcy Moore,164,Darcy,Moore,DEF,FWD,COL,,,,,Tue 27th 4am,,waiver,1121,15,61,74.73,59,68.4,Moore had a great game showing why he was so heavily talked about in the preseason. He used the ball well with his 16 touches coming at 81% effectiveness.,,
476,43045,294556,Nathan,Hrovat,North Melbourne,senior,8,7/06/1994,175,78,VIC,Northern Knights,67,"35""",Nathan Hrovat,517,Nathan,Hrovat,FWD,,NTH,,,,,Tue 27th 4am,,waiver,301,5,62,60.2,59,60.2,,,
596,41163,281024,Maverick,Weller,Richmond,senior,16,13/02/1992,182,88,TAS,Burnie,123,"59""",Maverick Weller,635,Maverick,Weller,FWD,,RIC,,,,,Tue 27th 4am,,waiver,118,2,0,59,59,59,,,
173,40032,280012,Jordan,Roughead,Collingwood,senior,23,3/11/1990,200,99,VIC,North Ballarat Rebels,154,"34""",Jordan Roughead,171,Jordan,Roughead,RUC,FWD,COL,,,,,Tue 27th 4am,,waiver,1427,22,76,64.86,58.67,57.2,,,
185,42359,294798,Mark,Baguley,Essendon,senior,12,21/05/1987,178,81,VIC,Frankston,133,"33""",Mark Baguley,183,Mark,Baguley,FWD,,ESS,,,,,Tue 27th 4am,,waiver,522,10,0,52.2,58.67,60,,,
354,46038,993798,James,Parsons,Geelong,senior,34,12/04/1997,189,82,VIC,Eastern Ranges,34,"25""",James Parsons,352,James,Parsons,FWD,,GEE,,,,,Tue 27th 4am,,waiver,260,4,0,65,58.67,65,,,
457,46102,294675,Joshua,Wagner,Melbourne,senior,42,24/06/1994,189,85,QLD,Aspley,39,"2""",Joshua Wagner,498,Josh,Wagner,DEF,0,MEL,,,,,Tue 27th 4am,,waiver,734,12,0,61.17,58.67,55,,,Josh Wagner
616,43062,294570,Dean,Kent,St Kilda,senior,25,24/02/1994,179,84,WA,Perth,76,"75""",Dean Kent,655,Dean,Kent,FWD,,STK,,,,,Tue 27th 4am,,waiver,828,13,0,63.69,58.67,64.4,,,
23,44047,295103,Riley,Knight,Adelaide,senior,3,27/03/1995,181,77,SA,Woodville-West Torrens,50,"34""",Riley Knight,24,Riley,Knight,FWD,MID,ADE,,,,,Tue 27th 4am,,waiver,951,15,51,63.4,58.33,61.6,,,
159,44073,295444,Tom,Langdon,Collingwood,senior,8,9/06/1994,190,86,VIC,Sandringham Dragons,89,"3""",Tom Langdon,158,Tom,Langdon,DEF,,COL,,,,,Tue 27th 4am,,waiver,672,9,0,74.67,58.33,69.4,,,
470,45006,297767,Sam,Durdin,North Melbourne,senior,24,6/06/1996,198,95,SA,West Adelaide,15,"1""",Sam Durdin,511,Sam,Durdin,DEF,,NTH,,,,,Tue 27th 4am,,waiver,526,10,76,52.6,58.33,57.2,,,
824,42292,291819,Adam,Tomlinson,GWS,senior,20,10/08/1993,194,97,VIC,Oakleigh Chargers,131,"34""",Adam Tomlinson,407,Adam,Tomlinson,MID,,GWS,,,,,Tue 27th 4am,,waiver,1581,22,64,71.86,58.33,60.4,,,
30,46021,990882,Wayne,Milera,Adelaide,senior,30,14/09/1997,184,80,SA,Central Districts,55,"21""",Wayne Milera,31,Wayne,Milera,DEF,,ADE,,,,DEVQON.1,,,owner,1260,17,66,74.12,58,62,,,
229,48076,1004034,Brandon,Zerk-Thatcher,Essendon,senior,30,25/08/1998,195,77,SA,Sturt,0,"0""",Brandon Zerk-Thatcher,227,Brandon,Zerk-Thatcher,DEF,,ESS,,,,,Tue 27th 4am,,waiver,58,1,0,58,58,58,,,
337,42031,290550,Cameron,Guthrie,Geelong,senior,29,19/08/1992,187,86,VIC,Calder Cannons,152,"48""",Cameron Guthrie,335,Cameron,Guthrie,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1372,18,71,76.22,58,67,,,
382,44022,296254,Jarman,Impey,Hawthorn,senior,4,9/07/1995,178,82,VIC,Murray Bushrangers,116,"51""",Jarman Impey,426,Jarman,Impey,DEF,FWD,HAW,,,,,Tue 27th 4am,,waiver,1260,17,0,74.12,58,73.2,,,
446,48090,1008893,Harrison,Petty,Melbourne,senior,35,12/11/1999,194,81,SA,Norwood,8,"4""",Harrison Petty,487,Harrison,Petty,DEF,,MEL,,,,,Tue 27th 4am,,waiver,531,10,0,53.1,58,63.6,,,
621,45034,992000,Jack,Lonie,St Kilda,senior,13,13/08/1996,174,71,VIC,Dandenong Stingrays,58,"55""",Jack Lonie,660,Jack,Lonie,FWD,,STK,,,,,Tue 27th 4am,,waiver,848,13,46,65.23,58,58.6,,,
234,45030,298450,Connor,Blakely,Fremantle,senior,19,3/02/1996,188,90,WA,Swan Districts,55,"2""",Connor Blakely,232,Connor,Blakely,DEF,,FRE,,,,Salt&VinegarCripps,,,owner,1061,14,50,75.79,57.67,65,,,
372,47120,1000959,James,Cousins,Hawthorn,senior,46,19/03/1998,185,80,VIC,Murray Bushrangers,18,"9""",James Cousins,416,James,Cousins,MID,,HAW,,,,,Tue 27th 4am,,waiver,832,12,0,69.33,57.67,66.6,Cousins got plenty of the footy but he didn't use it well going at just 50% efficiency that is all that stopped him from a great score.,,
804,46057,993107,Harrison,Himmelberg,GWS,senior,27,8/05/1997,194,92,NSW,Eastlake,57,"68""",Harrison Himmelberg,386,Harry,Himmelberg,FWD,0,GWS,,,,Barbeques Treloar,,,owner,1600,21,46,76.19,57.67,72,,,Harry Himmelberg
500,43071,295340,Mason,Wood,North Melbourne,senior,32,13/09/1993,192,87,VIC,Geelong Falcons,53,"68""",Mason Wood,541,Mason,Wood,FWD,,NTH,,,,,Tue 27th 4am,,waiver,1181,18,74,65.61,57.33,60.8,,,
8,2043,240370,Richard,Douglas,Adelaide,senior,26,6/02/1987,181,80,VIC,Calder Cannons,242,"162""",Richard Douglas,9,Richard,Douglas,FWD,MID,ADE,,,,,Tue 27th 4am,,waiver,492,9,54,54.67,57,59.2,,,
292,44063,297456,Nick,Holman,Gold Coast,senior,39,29/05/1995,187,84,VIC,Murray Bushrangers,43,"21""",Nick Holman,290,Nick,Holman,FWD,,GCS,,,,,Tue 27th 4am,,waiver,807,12,0,67.25,57,61.2,,,
620,42238,291828,Billy,Longer,St Kilda,senior,18,12/05/1993,202,100,VIC,Northern Knights,66,"4""",Billy Longer,659,Billy,Longer,RUC,,STK,,,,,Tue 27th 4am,,waiver,57,1,0,57,57,57,,,
639,42254,290757,Jimmy,Webster,St Kilda,senior,29,28/06/1993,188,83,TAS,Glenorchy,93,"3""",Jimmy Webster,677,Jimmy,Webster,DEF,,STK,,,,,Tue 27th 4am,,waiver,510,8,0,63.75,57,62.2,,,
680,47107,1004880,Ben,Ronke,Sydney,senior,25,18/12/1997,181,73,VIC,Calder Cannons,26,"28""",Ben Ronke,717,Ben,Ronke,FWD,,SYD,,,,,Tue 27th 4am,,waiver,584,13,79,44.92,57,62.4,,,
0,43031,294472,Rory,Atkins,Adelaide,senior,21,12/07/1994,186,85,VIC,Calder Cannons,94,"45""",Rory Atkins,1,Rory,Atkins,MID,,ADE,,,,,Tue 27th 4am,,waiver,1510,20,0,75.5,56.67,72.6,,,
132,49032,1008312,Liam,Stocker,Carlton,senior,13,23/01/2000,183,83,VIC,Sandringham Dragons,5,"0""",Liam Stocker,131,Liam,Stocker,MID,,CAR,,,,,Tue 27th 4am,,waiver,248,5,0,49.6,56.67,49.6,,,
168,49145,1000072,John,Noble,Collingwood,senior,49,25/03/1997,180,72,,,1,"0""",John Noble,836,John,Noble,MID,,COL,,,,,Tue 27th 4am,,waiver,170,3,64,56.67,56.67,56.67,,,
451,48011,1002282,Charlie,Spargo,Melbourne,senior,9,25/11/1999,172,70,NSW,Murray Bushrangers,24,"16""",Charlie Spargo,492,Charlie,Spargo,FWD,,MEL,,,,,Tue 27th 4am,,waiver,345,8,49,43.12,56.67,49,,,
697,42342,295712,Tory,Dickson,Western Bulldogs,senior,29,26/09/1987,184,85,VIC,Bendigo Bombers,108,"172""",Tory Dickson,733,Tory,Dickson,FWD,,WBD,,,,,Tue 27th 4am,,waiver,1036,17,0,60.94,56.67,59.6,,,
61,46015,993953,Eric,Hipwood,Brisbane Lions,senior,30,13/09/1997,202,92,QLD,Aspley,68,"104""",Eric Hipwood,62,Eric,Hipwood,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1137,21,77,54.14,56.33,56.4,,,
115,45116,297255,Mitch,McGovern,Carlton,senior,11,11/10/1994,191,88,WA,Claremont,61,"84""",Mitch McGovern,114,Mitch,McGovern,FWD,,CAR,,,,,Tue 27th 4am,,waiver,776,16,51,48.5,56.33,43.4,,,
241,48068,1002353,Mitch,Crowden,Fremantle,senior,12,28/04/1999,175,88,SA,Sturt,10,"1""",Mitch Crowden,239,Mitchell,Crowden,FWD,0,FRE,,,,,Tue 27th 4am,,waiver,314,5,30,62.8,56.33,62.8,,,Mitchell Crowden
301,43095,296190,Jack,Martin,Gold Coast,senior,4,29/01/1995,186,79,WA,Claremont,96,"80""",Jack Martin,299,Jack,Martin,FWD,MID,GCS,,,,,Tue 27th 4am,,waiver,1240,16,0,77.5,56.33,65.8,,,
546,42324,290733,Cameron,Sutcliffe,Port Adelaide,senior,50,23/05/1992,186,87,SA,Woodville-West Torrens,105,"19""",Cameron Sutcliffe,833,Cam,Sutcliffe,MID,0,PTA,,,,,Tue 27th 4am,,waiver,257,5,0,51.4,56.33,51.4,,,Cam Sutcliffe
649,42390,291978,Harry,Cunningham,Sydney,senior,7,6/12/1993,181,77,NSW,Turvey Park,113,"48""",Harry Cunningham,687,Harry,Cunningham,MID,,SYD,,,,,Tue 27th 4am,,waiver,723,9,0,80.33,56.33,67.6,,,
7,46081,1000932,Tom,Doedee,Adelaide,senior,39,1/03/1997,189,87,VIC,Geelong Falcons,21,"2""",Tom Doedee,8,Tom,Doedee,DEF,,ADE,,,,,Tue 27th 4am,,waiver,56,1,0,56,56,56,,,
70,46013,993828,Rhys,Mathieson,Brisbane Lions,senior,36,10/01/1997,187,84,VIC,Geelong Falcons,46,"24""",Rhys Mathieson,71,Rhys,Mathieson,FWD,MID,BRL,,,,,Tue 27th 4am,,waiver,539,9,0,59.89,56,52.8,,,
556,47019,993993,Shai,Bolton,Richmond,senior,29,8/12/1998,175,70,WA,South Fremantle,20,"14""",Shai Bolton,596,Shai,Bolton,FWD,,RIC,,,,,Tue 27th 4am,,waiver,1117,16,40,69.81,56,61.2,,,
557,46099,295203,Nathan,Broad,Richmond,senior,35,15/04/1993,192,85,WA,Swan Districts,46,"1""",Nathan Broad,597,Nathan,Broad,DEF,,RIC,,,,,Tue 27th 4am,,waiver,1140,21,44,54.29,55.67,57,,,
630,47085,1002213,Ed,Phillips,St Kilda,senior,30,29/03/1998,186,78,VIC,Oakleigh Chargers,11,"1""",Ed Phillips,668,Ed,Phillips,MID,,STK,,,,,Tue 27th 4am,,waiver,253,4,0,63.25,55.67,63.25,,,
224,42246,291771,Devon,Smith,Essendon,senior,5,20/05/1993,176,77,VIC,Geelong Falcons,137,"119""",Devon Smith,223,Devon,Smith,FWD,MID,ESS,,,,,Tue 27th 4am,,waiver,481,7,0,68.71,55.33,65.2,Smith didn't have a good day. But it wasn't all his fault as the team didn't perform. He had just 23 touches but they came at only 56% efficiency. ,,
590,48239,1006276,Derek,Smith,Richmond,senior,43,4/05/1998,180,80,NT,Bendigo Pioneers,2,"0""",Derek Smith,223,Devon,Smith,FWD,MID,RIC,,,,,Tue 27th 4am,,waiver,481,7,0,68.71,55.33,65.2,Smith didn't have a good day. But it wasn't all his fault as the team didn't perform. He had just 23 touches but they came at only 56% efficiency. ,0,Devon Smith
83,44136,992752,Archie,Smith,Brisbane Lions,senior,44,19/07/1995,201,99,QLD,Mt Gravatt,11,"4""",Archie Smith,84,Archie,Smith,RUC,,BRL,,,,,Tue 27th 4am,,waiver,110,2,0,55,55,55,,,
128,47008,998215,Will,Setterfield,Carlton,senior,43,5/02/1998,190,82,VIC,Sandringham Dragons,15,"5""",Will Setterfield,127,Will,Setterfield,MID,FWD,CAR,,,,,Tue 27th 4am,,waiver,1093,18,79,60.72,55,63.4,Setterfield justified being selected on the field as he returned 24 touches. Look for his score to only get better as he improves his efficiency from 50%.,,
299,49001,1004095,Jack,Lukosius,Gold Coast,senior,41,9/08/2000,196,84,SA,Woodville-West Torrens,16,"3""",Jack Lukosius,297,Jack,Lukosius,FWD,,GCS,,,,,Tue 27th 4am,,waiver,1062,21,51,50.57,55,60.2,Lukosius finished with 13 touches and took four marks. His 42 points isn't ideal but it was better than we thought he might do after his JLT. He is still not someone you want to start on the field at this stage.,,
441,41027,280824,Jake,Melksham,Melbourne,senior,18,29/08/1991,186,82,VIC,Calder Cannons,164,"120""",Jake Melksham,482,Jake,Melksham,FWD,,MEL,,,,,Tue 27th 4am,,waiver,795,12,45,66.25,55,56.6,,,
615,47136,1003520,Darragh,Joyce,St Kilda,senior,39,1/06/1997,194,93,,Kilkenny (Ireland),5,"0""",Darragh Joyce,654,Darragh,Joyce,DEF,,STK,,,,,Tue 27th 4am,,waiver,165,3,0,55,55,55,,,
631,43114,294621,Lewis,Pierce,St Kilda,senior,42,16/11/1994,202,101,VIC,Dandenong Stingrays,5,"1""",Lewis Pierce,669,Lewis,Pierce,RUC,,STK,,,,,Tue 27th 4am,,waiver,55,1,0,55,55,55,,,
815,39669,261374,Sam J.,Reid,GWS,senior,50,7/11/1989,188,85,QLD,Zillmere,81,"29""",Sam J. Reid,398,Sam J.,Reid,DEF,FWD,GWS,,,,,Tue 27th 4am,,waiver,1522,22,49,69.18,55,70.4,,,
280,48997,1000068,Chris,Burgess,Gold Coast,senior,29,26/11/1995,193,84,SA,West Adelaide,9,"3""",Chris Burgess,278,Christopher,Burgess,DEF,FWD,GCS,,,,,Tue 27th 4am,,waiver,684,14,53,48.86,54.67,59,Burgess didn't have a great game with just 4 possessions but thankfully there was a goal in there to help with his score.,0,Christopher Burgess
288,49031,1006087,Caleb,Graham,Gold Coast,senior,46,12/09/2000,192,82,QLD,Gold Coast Academy,,"""",Caleb Graham,286,Caleb,Graham,DEF,RUC,GCS,,,,,Tue 27th 4am,,waiver,164,3,47,54.67,54.67,54.67,,,
668,655,230253,Jarrad,McVeigh,Sydney,senior,3,7/04/1985,184,82,NSW,NSW-ACT Under 18s,323,"200""",Jarrad McVeigh,705,Jarrad,McVeigh,DEF,,SYD,,,,,Tue 27th 4am,,waiver,436,6,51,72.67,54.67,70.2,,,
439,45039,992472,Oscar,McDonald,Melbourne,senior,28,18/03/1996,196,97,VIC,North Ballarat,71,"0""",Oscar McDonald,480,Oscar,McDonald,DEF,,MEL,,,,,Tue 27th 4am,,waiver,590,12,0,49.17,54.33,49.4,,,
523,39536,261396,Robbie,Gray,Port Adelaide,senior,9,30/03/1988,183,84,VIC,Oakleigh,211,"303""",Robbie Gray,564,Robbie,Gray,FWD,MID,PTA,,,,Swimming n Titch,,,owner,1585,19,37,83.42,54.33,72.2,,,
803,49012,1006148,Ian,Hill,GWS,senior,37,9/02/2000,176,66,WA,Perth,2,"4""",Ian Hill,385,Ian,Hill,FWD,MID,GWS,,,,,Tue 27th 4am,,waiver,395,7,85,56.43,54.33,55,,,
194,44065,296334,Orazio,Fantasia,Essendon,senior,13,14/09/1995,177,77,SA,Norwood,71,"106""",Orazio Fantasia,192,Orazio,Fantasia,FWD,,ESS,,,,,Tue 27th 4am,,waiver,810,14,0,57.86,54,49.4,,,
531,46030,298430,Aidyn,Johnson,Port Adelaide,senior,31,31/10/1997,185,81,VIC,Bendigo Pioneers,11,"8""",Aidyn Johnson,572,Aidyn,Johnson,FWD,,PTA,,,,,Tue 27th 4am,,waiver,54,1,0,54,54,54,,,
184,44124,295599,Patrick,Ambrose,Essendon,senior,29,1/09/1991,193,92,VIC,Old Xaverians,81,"23""",Patrick Ambrose,182,Patrick,Ambrose,DEF,,ESS,,,,,Tue 27th 4am,,waiver,963,19,54,50.68,53.67,53.2,,,
627,42337,291773,Jack,Newnes,St Kilda,senior,16,24/02/1993,184,81,VIC,Northern Knights,151,"54""",Jack Newnes,665,Jack,Newnes,FWD,MID,STK,,,,,Tue 27th 4am,,waiver,1423,20,28,71.15,53.67,55.2,,,
188,40048,290622,Mitch W.,Brown,Essendon,senior,28,28/08/1990,196,90,VIC,Sandringham Dragons,64,"62""",Mitch W. Brown,186,Mitch,Brown,FWD,0,ESS,,,,,Tue 27th 4am,,waiver,994,15,53,66.27,53.33,56.4,,,Mitch Brown
404,47014,998114,Jack,Scrimshaw,Hawthorn,senior,35,4/09/1998,193,84,VIC,Sandringham Dragons,13,"0""",Jack Scrimshaw,447,Jack,Scrimshaw,DEF,,HAW,,,,,Tue 27th 4am,,waiver,645,10,53,64.5,53.33,57,Scrimshaw had a great game with 13 touches and 5 tackles. Look for him to be a solid cash cow for us.,,
618,48029,1004989,Doulton,Langlands,St Kilda,rookie,46,29/07/1999,187,80,NSW,Murray Bushrangers,1,"1""",Doulton Langlands,657,Doulton,Langlands,FWD,MID,STK,,,,,Tue 27th 4am,,waiver,160,3,0,53.33,53.33,53.33,,,
733,39671,281139,Easton,Wood,Western Bulldogs,senior,10,4/09/1989,187,87,VIC,Camperdown,153,"18""",Easton Wood,767,Easton,Wood,DEF,,WBD,,,,,Tue 27th 4am,,waiver,1174,22,46,53.36,53.33,50.6,,,
757,2022,240406,Josh J.,Kennedy,West Coast,senior,17,25/08/1987,196,103,WA,East Fremantle,236,"594""",Josh J. Kennedy,791,Josh J.,Kennedy,FWD,,WCE,,,,,Tue 27th 4am,,waiver,1236,20,65,61.8,53.33,65,,,
171,49018,1008089,Isaac,Quaynor,Collingwood,senior,35,15/01/2000,179,82,VIC,Oakleigh Chargers,3,"0""",Isaac Quaynor,169,Isaac,Quaynor,DEF,,COL,,,,,Tue 27th 4am,,waiver,241,4,0,60.25,53,60.25,,,
365,39634,261497,Harry,Taylor,Geelong,senior,7,12/06/1986,195,94,WA,East Fremantle,252,"72""",Harry Taylor,363,Harry,Taylor,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1486,21,52,70.76,53,55,,,
480,43503,296355,Luke,McDonald,North Melbourne,senior,11,9/02/1995,189,88,VIC,Werribee,109,"16""",Luke McDonald,521,Luke,McDonald,DEF,,NTH,,,,,Tue 27th 4am,,waiver,783,13,0,60.23,53,62.8,,,
558,45058,992374,Daniel,Butler,Richmond,senior,7,6/03/1996,182,80,VIC,North Ballarat,44,"53""",Daniel Butler,598,Dan,Butler,FWD,0,RIC,,,,,Tue 27th 4am,,waiver,336,7,0,48,53,48.4,,,Dan Butler
285,42003,291753,Sam,Day,Gold Coast,senior,12,6/09/1992,197,102,SA,Sturt,115,"79""",Sam Day,283,Sam,Day,FWD,,GCS,,,,Fire The Worpedo,,,owner,681,10,27,68.1,52.67,57.4,,,
324,42308,293883,Jed,Bews,Geelong,senior,24,14/12/1993,186,88,VIC,Geelong U18,74,"7""",Jed Bews,322,Jed,Bews,DEF,,GEE,,,,,Tue 27th 4am,,waiver,505,9,79,56.11,52.67,51,,,
378,47105,1001043,Oliver,Hanrahan,Hawthorn,senior,41,27/08/1998,181,70,VIC,St Kevin's College,4,"6""",Oliver Hanrahan,422,Oliver,Hanrahan,FWD,,HAW,,,,,Tue 27th 4am,,waiver,472,9,58,52.44,52.67,43.8,,,
821,47130,1007238,Jake,Stein,GWS,senior,42,17/01/1994,195,94,NSW,Penrith,2,"0""",Jake Stein,404,Jake,Stein,DEF,,GWS,,,,,Tue 27th 4am,,waiver,266,5,0,53.2,52.67,53.2,,,
464,42394,290246,Tom,Campbell,North Melbourne,senior,42,2/11/1991,200,106,VIC,Bendigo Bombers,44,"24""",Tom Campbell,505,Tom,Campbell,RUC,,NTH,,,,,Tue 27th 4am,,waiver,105,2,0,52.5,52.5,52.5,,,
597,44013,296294,Blake,Acres,St Kilda,senior,8,7/10/1995,190,90,WA,West Perth ,71,"29""",Blake Acres,636,Blake,Acres,FWD,MID,STK,,,,,Tue 27th 4am,,waiver,1345,19,43,70.79,52.33,68.2,,,
669,45185,996743,Lewis,Melican,Sydney,senior,43,4/11/1996,193,95,VIC,Geelong Falcons,34,"1""",Lewis Melican,706,Lewis,Melican,DEF,,SYD,,,,,Tue 27th 4am,,waiver,891,17,32,52.41,52.33,53.8,,,
801,49009,999309,Jackson,Hately,GWS,senior,9,21/01/2000,192,80,SA,Central District,4,"0""",Jackson Hately,383,Jackson,Hately,MID,,GWS,,,,,Tue 27th 4am,,waiver,432,7,0,61.71,52.33,50.4,A 101 for Hately in the first game but just 42 in the second. He poses a risk for us in terms of his selection given that variety and uncertainty as to his role in the Giants team.,,
94,46066,993795,David,Cuningham,Carlton,senior,28,30/03/1997,183,83,VIC,Oakleigh Chargers,24,"14""",David Cuningham,95,David,Cuningham,DEF,,CAR,,,,,Tue 27th 4am,,waiver,598,9,27,66.44,52,57.8,,,
293,42216,291964,Jack,Hombsch,Gold Coast,senior,20,7/03/1993,194,90,SA,Sturt,115,"1""",Jack Hombsch,291,Jack,Hombsch,DEF,,GCS,,,,,Tue 27th 4am,,waiver,964,18,0,53.56,52,44.8,,,
791,43069,294508,Aidan,Corr,GWS,senior,35,17/05/1994,195,94,VIC,Northern Knights,77,"2""",Aidan Corr,374,Aidan,Corr,DEF,,GWS,,,,,Tue 27th 4am,,waiver,206,4,47,51.5,52,51.5,,,
21,42099,290797,Alex,Keath,Adelaide,senior,42,20/01/1992,198,97,VIC,Murray Bushrangers,29,"1""",Alex Keath,22,Alex,Keath,DEF,,ADE,,,,,Tue 27th 4am,,waiver,1369,18,29,76.06,51.67,59.2,,,
145,45190,998647,Mason,Cox,Collingwood,senior,46,14/03/1991,211,108,,Oklahoma State,56,"70""",Mason Cox,144,Mason,Cox,FWD,,COL,,,,,Tue 27th 4am,,waiver,757,14,0,54.07,51.67,46.6,,,
374,46122,1003547,Conor,Glass,Hawthorn,senior,13,1/01/1997,189,84,,Northern Ireland,17,"1""",Conor Glass,418,Conor,Glass,DEF,,HAW,,,,,Tue 27th 4am,,waiver,346,7,0,49.43,51.67,52.6,,,
518,39664,261911,Brad,Ebert,Port Adelaide,senior,7,2/04/1990,188,89,SA,Port Adelaide Magpies,246,"129""",Brad Ebert,559,Brad,Ebert,MID,,PTA,,,,,Tue 27th 4am,,waiver,841,11,0,76.45,51.67,48.2,,,
176,46083,1003029,Brayden,Sier,Collingwood,senior,36,12/12/1997,191,89,VIC,Northern Knights,18,"4""",Brayden Sier,174,Brayden,Sier,MID,,COL,,,,,Tue 27th 4am,,waiver,298,6,0,49.67,51.33,39,,,
281,46091,295446,Samuel,Collins,Gold Coast,senior,25,14/12/1997,193,94,VIC,Dandenong Stingrays,23,"0""",Samuel Collins,279,Sam,Collins,DEF,0,GCS,,,,,Tue 27th 4am,,waiver,544,9,0,60.44,51.33,53,Collins didn't perform as expected and finished with just 5 possessions. He wasn't ideal for those that started him on the field.,0,Sam Collins
603,39502,260310,Nathan,Brown,St Kilda,senior,22,17/12/1988,195,98,VIC,Nth Ballarat,178,"7""",Nathan Brown,642,Nathan,Brown,DEF,,STK,,,,,Tue 27th 4am,,waiver,853,16,63,53.31,51.33,54.8,,,
34,47052,1000908,Myles,Poholke,Adelaide,senior,10,10/07/1998,186,84,VIC,Dandenong Stingrays,11,"3""",Myles Poholke,35,Myles,Poholke,FWD,,ADE,,,,,Tue 27th 4am,,waiver,102,2,0,51,51,51,,,
71,42327,293581,Lincoln,McCarthy,Brisbane Lions,senior,11,22/10/1993,178,82,SA,Glenelg,45,"44""",Lincoln McCarthy,72,Lincoln,McCarthy,FWD,,BRL,,,,,Tue 27th 4am,,waiver,1448,22,31,65.82,51,55.2,,,
213,47126,294339,Ben,McNiece,Essendon,senior,41,22/03/1992,178,76,VIC,Essendon VFL,13,"0""",Ben McNiece,212,Ben,McNiece,DEF,,ESS,,,,,Tue 27th 4am,,waiver,209,5,0,41.8,51,41.8,,,
609,48161,1005717,Nicholas,Coffield,St Kilda,senior,1,23/10/1999,191,82,VIC,Northern Knights,15,"1""",Nicholas Coffield,648,Nick,Coffield,DEF,0,STK,,,,,Tue 27th 4am,,waiver,456,8,0,57,51,63,,,Nick Coffield
823,48201,1005247,Sam,Taylor,GWS,senior,15,5/05/1999,196,87,WA,Swan Districts,24,"1""",Sam Taylor,406,Sam,Taylor,DEF,,GWS,,,,,Tue 27th 4am,,waiver,1048,18,51,58.22,51,56.4,,,
148,47039,1005054,Josh,Daicos,Collingwood,senior,26,26/11/1998,178,72,VIC,Oakleigh Chargers,14,"7""",Josh Daicos,147,Josh,Daicos,FWD,,COL,,,,,Tue 27th 4am,,waiver,265,5,0,53,50.67,53,,,
579,45028,992015,Connor,Menadue,Richmond,senior,37,19/09/1996,187,76,VIC,Western Jets,39,"11""",Connor Menadue,620,Connor,Menadue,DEF,,RIC,,,,,Tue 27th 4am,,waiver,375,6,0,62.5,50.67,64,,,
770,48215,1004364,Liam,Ryan,West Coast,senior,1,2/10/1996,179,71,WA,Claremont,30,"37""",Liam Ryan,804,Liam,Ryan,FWD,,WCE,,,,,Tue 27th 4am,,waiver,1356,22,55,61.64,50.67,59.6,,,
335,48143,1002228,Lachlan,Fogarty,Geelong,senior,13,1/04/1999,179,75,VIC,Western Jets,17,"5""",Lachlan Fogarty,333,Lachie,Fogarty,FWD,0,GEE,,,,,Tue 27th 4am,,waiver,101,2,0,50.5,50.5,50.5,,,Lachie Fogarty
1,1549,240060,Eddie,Betts,Adelaide,senior,18,26/11/1986,175,73,VIC,Calder Cannons,312,"595""",Eddie Betts,2,Eddie,Betts,FWD,,ADE,,,,,Tue 27th 4am,,waiver,1305,21,52,62.14,50.33,58.8,,,
43,43051,295964,Patrick,Wilson,Adelaide,rookie,31,11/12/1994,188,78,SA,Sturt,1,"0""",Patrick Wilson,44,Patrick,Wilson,MID,,ADE,,,,,Tue 27th 4am,,waiver,50,1,0,50,50,50,,,
338,47113,1004870,Zach,Guthrie,Geelong,senior,39,30/06/1998,186,74,VIC,Calder Cannons,17,"0""",Zach Guthrie,336,Zach,Guthrie,DEF,,GEE,,,,,Tue 27th 4am,,waiver,50,1,0,50,50,50,,,
395,47034,1000963,Harry,Morrison,Hawthorn,senior,1,12/10/1998,180,73,VIC,Murray Bushrangers,31,"5""",Harry Morrison,438,Harry,Morrison,FWD,MID,HAW,,,,,Tue 27th 4am,,waiver,476,9,0,52.89,50,51.6,,,
788,49015,1006103,Jye,Caldwell,GWS,senior,5,28/09/2000,184,78,VIC,Bendigo Pioneers,,"""",Jye Caldwell,371,Jye,Caldwell,MID,,GWS,,,,,Tue 27th 4am,,waiver,100,2,0,50,50,50,,,
